"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Date
UAE,"1,051,998",+68,"2,349",,"1,035,173",+99,"14,476",,"104,346",233,"199,223,391","19,760,726","10,081,785",Asia,2023-02-28
Uruguay,"1,034,303",,"7,617",,"1,026,186",,500,18,"295,852","2,179","6,114,822","1,749,083","3,496,016",South America,2023-02-28
Panama,"1,031,273",,"8,604",,"1,022,299",,370,16,"231,905","1,935","7,532,271","1,693,801","4,446,964",North America,2023-02-28
Mongolia,"1,007,896",,"2,179",,"1,005,711",+2,6,192,"298,364",645,"4,030,048","1,193,000","3,378,078",Asia,2023-02-28
Nepal,"1,001,145",+2,"12,020",,"989,117",+2,8,,"33,122",398,"6,013,280","198,947","30,225,582",Asia,2023-02-28
Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,381",755,"13,646,641","1,446,722","9,432,800",Europe,2023-02-28
Latvia,"975,999",+22,"6,241",2.0,"969,435",+33,323,13,"527,899","3,376","7,864,578","4,253,797","1,848,837",Europe,2023-02-28
Saudi Arabia,"829,478",+90,"9,615",,"816,729",+44,"3,134",34,"23,141",268,"45,144,125","1,259,429","35,844,909",Asia,2023-02-28
Azerbaijan,"828,548",+36,"10,119",2.0,"818,281",+43,148,,"80,440",982,"7,524,850","730,553","10,300,205",Asia,2023-02-28
Paraguay,"808,327",,"19,870",,,,,7,"110,641","2,720","2,657,506","363,751","7,305,843",South America,2023-02-28
Bahrain,"707,480",+375,"1,548",,"706,013",,-81,6,"396,573",868,"10,737,695","6,018,945","1,783,983",Asia,2023-02-28
Sri Lanka,"672,030",+1,"16,830",,"655,198",+1,2,,"31,147",780,"6,486,117","300,619","21,575,842",Asia,2023-02-28
Kuwait,"663,456",,"2,570",,"660,237",,649,,"151,463",587,"8,455,743","1,930,391","4,380,326",Asia,2023-02-28
Dominican Republic,"660,533",,"4,384",,"644,785",,"11,364",4,"59,742",397,"3,740,928","338,350","11,056,370",North America,2023-02-28
Cyprus,"649,093",,"1,305",,"642,855",,"4,933",60,"530,570","1,067","9,640,118","7,879,860","1,223,387",Asia,2023-02-28
Myanmar,"633,918",+4,"19,490",,"614,399",+1,29,,"11,478",353,"10,053,350","182,036","55,227,143",Asia,2023-02-28
Palestine,"621,008",,"5,404",,"615,445",,159,17,"116,173","1,011","3,078,533","575,907","5,345,541",Asia,2023-02-28
Estonia,"615,119",+271,"2,940",6.0,"524,990",,"87,189",3,"465,326","2,224","3,675,293","2,780,290","1,321,910",Europe,2023-02-28
Moldova,"603,750",,"11,974",,"504,142",,"87,634",49,"150,442","2,984","3,216,305","801,437","4,013,171",Europe,2023-02-28
Venezuela,"551,981",,"5,853",,"545,871",,257,36,"18,860",200,"3,359,014","114,771","29,266,991",South America,2023-02-28
Egypt,"515,698",,"24,613",,"442,182",,"48,903",122,"4,858",232,"3,693,367","34,792","106,156,692",Africa,2023-02-28
Libya,"507,174",,"6,437",,"500,734",,3,,"72,034",914,"2,483,676","352,758","7,040,745",Africa,2023-02-28
Ethiopia,"499,986",+12,"7,572",,"487,246",+10,"5,168",1,"4,139",63,"5,488,633","45,431","120,812,698",Africa,2023-02-28
Qatar,"494,056",,686,,"493,016",,354,28,"165,795",230,"4,065,369","1,364,257","2,979,915",Asia,2023-02-28
Réunion,"486,588",,921,,"418,572",,"67,095",10,"535,854","1,014","1,603,660","1,766,027","908,061",Africa,2023-02-28
Honduras,"472,116",,"11,111",,,,,105,"46,190","1,087","1,633,222","159,787","10,221,247",North America,2023-02-28
Armenia,"446,819",,"8,721",,"435,162",,"2,936",,"150,345","2,934","3,242,901","1,091,164","2,971,966",Asia,2023-02-28
Bosnia and Herzegovina,"401,575",,"16,278",,"379,084",,"6,213",,"123,588","5,010","1,884,721","580,036","3,249,317",Europe,2023-02-28
Oman,"399,449",,"4,628",,"384,669",,"10,152",2,"75,028",869,"25,000,000","4,695,724","5,323,993",Asia,2023-02-28
North Macedonia,"346,852",,"9,662",,"337,068",,122,,"166,651","4,642","2,226,216","1,069,626","2,081,304",Europe,2023-02-28
Zambia,"343,012",+48,"4,057",,"338,660",+15,295,,"17,617",208,"3,934,010","202,053","19,470,234",Africa,2023-02-28
Kenya,"342,912",,"5,688",,"337,198",,26,1,"6,100",101,"3,967,062","70,569","56,215,221",Africa,2023-02-28
Albania,"334,391",+11,"3,596",,"329,145",+5,"1,650",,"116,660","1,255","1,941,032","677,173","2,866,374",Europe,2023-02-28
Botswana,"329,727",,"2,801",,"326,868",,58,1,"135,070","1,147","2,026,898","830,300","2,441,162",Africa,2023-02-28
Luxembourg,"297,757",,"1,133",,"288,991",,"7,633",,"463,528","1,764","4,412,567","6,869,188","642,371",Europe,2023-02-28
Montenegro,"288,280",+83,"2,804",,"284,712",+108,764,6,"459,081","4,465","2,716,902","4,326,622","627,950",Europe,2023-02-28
Brunei,"277,992",,225,,"243,601",,"34,166",,"624,097",505,"717,784","1,611,437","445,431",Asia,2023-02-28
Algeria,"271,441",+1,"6,881",,"182,793",+2,"81,767",,"5,985",152,"230,861","5,091","45,350,148",Africa,2023-02-28
Nigeria,"266,593",,"3,155",,"259,850",,"3,588",11,"1,230",15,"5,708,974","26,339","216,746,934",Africa,2023-02-28
Zimbabwe,"263,921",,"5,663",,"257,205",,"1,053",12,"17,214",369,"2,525,756","164,744","15,331,428",Africa,2023-02-28
Uzbekistan,"250,932",,"1,637",,"241,486",,"7,809",23,"7,298",48,"1,377,915","40,077","34,382,084",Asia,2023-02-28
Mozambique,"233,098",,"2,242",,"228,805",,"2,051",11,"7,044",68,"1,371,127","41,437","33,089,461",Africa,2023-02-28
Martinique,"229,807",,"1,098",,,,,12,"614,314","2,935","828,928","2,215,870","374,087",North America,2023-02-28
Laos,"218,015",,758,,,,,,"29,142",101,"1,233,207","164,845","7,481,023",Asia,2023-02-28
Afghanistan,"209,322",+16,"7,896",,"190,858",+48,"10,568",45,"5,136",194,"1,200,420","29,455","40,754,388",Asia,2023-02-28
Iceland,"209,093",+94,229,,,,,2,"605,377",663,"1,996,384","5,780,036","345,393",Europe,2023-02-28
Kyrgyzstan,"206,633",,"2,991",,"196,406",,"7,236",131,"30,711",445,"1,907,195","283,460","6,728,271",Asia,2023-02-28
Guadeloupe,"201,852",,"1,010",,,,,19,"504,890","2,526","938,039","2,346,306","399,794",North America,2023-02-28
El Salvador,"201,785",,"4,230",,"179,410",,"18,145",8,"30,805",646,"2,610,114","398,467","6,550,389",North America,2023-02-28
Trinidad and Tobago,"189,296",+559,"4,347",8.0,"184,553",+190,396,8,"134,578","3,090","898,169","638,546","1,406,585",North America,2023-02-28
Maldives,"185,732",,311,,"163,687",,"21,734",25,"343,322",575,"2,213,831","4,092,223","540,985",Asia,2023-02-28
Ghana,"171,172",,"1,462",,"169,697",,13,2,"5,284",45,"2,529,956","78,096","32,395,450",Africa,2023-02-28
Namibia,"171,156",+35,"4,090",,"166,776",+87,290,,"64,983","1,553","1,062,663","403,460","2,633,874",Africa,2023-02-28
Uganda,"170,504",,"3,630",,"100,431",,"66,443",3,"3,520",75,"3,012,408","62,198","48,432,863",Africa,2023-02-28
Jamaica,"154,065",,"3,500",,"102,393",,"48,172",,"51,611","1,172","1,183,986","396,633","2,985,094",North America,2023-02-28
Cambodia,"138,717",+2,"3,056",,"135,656",+4,5,,"8,080",178,"3,091,420","180,062","17,168,639",Asia,2023-02-28
Rwanda,"133,180",,"1,468",,"131,634",,78,,"9,792",108,"6,021,981","442,778","13,600,464",Africa,2023-02-28
Cameroon,"124,392",,"1,965",,"122,344",,83,13,"4,457",70,"1,751,774","62,762","27,911,548",Africa,2023-02-28
Malta,"117,477",,827,,"116,028",,622,4,"264,568","1,862","2,117,102","4,767,893","444,033",Europe,2023-02-28
Barbados,"106,645",,575,,"106,057",,13,,"370,266","1,996","794,426","2,758,203","288,023",North America,2023-02-28
Angola,"105,255",,"1,933",,"103,298",,24,,"3,005",55,"1,499,795","42,818","35,027,343",Africa,2023-02-28
Channel Islands,"101,382",+62,227,,"101,029",+54,126,,"574,523","1,286","1,252,808","7,099,551","176,463",Europe,2023-02-28
French Guiana,"98,041",,420,,"11,254",,"86,367",6,"312,065","1,337","651,257","2,072,951","314,169",South America,2023-02-28
DRC,"95,646",,"1,464",,"84,282",,"9,900",,"1,004",15,"846,704","8,890","95,240,792",Africa,2023-02-28
Senegal,"88,917",,"1,971",,"86,938",,8,,"5,037",112,"1,146,543","64,946","17,653,671",Africa,2023-02-28
Malawi,"88,681",,"2,686",,"85,542",,453,67,"4,394",133,"624,784","30,959","20,180,839",Africa,2023-02-28
Ivory Coast,"88,197",+12,834,,"87,327",+14,36,,"3,179",30,"1,679,087","60,524","27,742,298",Africa,2023-02-28
Suriname,"82,227",,"1,400",,,,,,"137,773","2,346","240,907","403,644","596,831",South America,2023-02-28
New Caledonia,"79,881",+5,314,,"79,558",+1,9,9,"274,585","1,079","98,964","340,182","290,915",Australia/Oceania,2023-02-28
French Polynesia,"77,957",,649,,,,,7,"274,338","2,284",,,"284,164",Australia/Oceania,2023-02-28
Eswatini,"74,199",,"1,423",,"72,726",,50,,"62,625","1,201","1,048,704","885,119","1,184,817",Africa,2023-02-28
Guyana,"73,069",+3,"1,298",,"71,752",+10,19,,"92,021","1,635","721,841","909,068","794,045",South America,2023-02-28
Belize,"70,757",,688,,"70,056",,13,6,"171,661","1,669","576,016","1,397,453","412,190",North America,2023-02-28
Fiji,"68,889",,883,,"66,850",,"1,156",,"75,747",971,"668,445","734,986","909,466",Australia/Oceania,2023-02-28
Madagascar,"67,865",,"1,422",,"66,433",,10,,"2,326",49,"525,461","18,009","29,178,077",Africa,2023-02-28
Sudan,"63,787",,"5,011",,"58,438",,338,,"1,387",109,"562,941","12,240","45,992,020",Africa,2023-02-28
Mauritania,"63,667",,997,,"62,439",,231,,"12,988",203,"1,009,957","206,030","4,901,981",Africa,2023-02-28
Cabo Verde,"63,244",+1,413,,"62,771",+1,60,23,"111,408",728,"401,622","707,482","567,678",Africa,2023-02-28
Bhutan,"62,615",,21,,"61,564",,"1,030",,"79,467",27,"2,303,734","2,923,739","787,941",Asia,2023-02-28
Syria,"57,467",,"3,164",,"54,303",,0,,"2,968",163,"146,269","7,553","19,364,809",Asia,2023-02-28
Burundi,"53,609",,38,,"53,569",,2,,"4,246",3,"345,742","27,386","12,624,840",Africa,2023-02-28
Seychelles,"50,665",,172,,"50,440",,53,,"509,575","1,730",,,"99,426",Africa,2023-02-28
Gabon,"48,981",,306,,"48,674",,1,,"21,008",131,"1,621,909","695,641","2,331,533",Africa,2023-02-28
Andorra,"47,866",,165,,"47,563",,138,14,"617,921","2,130","249,838","3,225,256","77,463",Europe,2023-02-28
Papua New Guinea,"46,792",,670,,"43,982",,"2,140",7,"5,036",72,"249,149","26,813","9,292,169",Australia/Oceania,2023-02-28
Curaçao,"45,986",,295,,"44,720",,971,3,"277,812","1,782","496,693","3,000,640","165,529",North America,2023-02-28
Aruba,"44,026",,236,,"42,438",,"1,352",2,"409,129","2,193","177,885","1,653,068","107,609",North America,2023-02-28
Tanzania,"42,823",,846,,,,,7,677,13,,,"63,298,550",Africa,2023-02-28
Mayotte,"42,004",,188,,,,,,"146,734",657,"176,919","618,038","286,259",Africa,2023-02-28
Mauritius,"41,717",,"1,043",,"40,012",,662,,"32,726",818,"358,675","281,374","1,274,727",Africa,2023-02-28
Togo,"39,377",,290,,"39,074",,13,,"4,536",33,"808,297","93,113","8,680,837",Africa,2023-02-28
Guinea,"38,267",,467,,"37,757",,43,8,"2,760",34,"660,107","47,607","13,865,691",Africa,2023-02-28
Isle of Man,"38,008",,116,,,,,,"443,335","1,353","150,753","1,758,422","85,732",Europe,2023-02-28
Bahamas,"37,491",,833,,"36,366",,292,1,"93,607","2,080","257,839","643,767","400,516",North America,2023-02-28
Lesotho,"34,790",,723,,"25,980",,"8,087",,"15,990",332,"431,221","198,199","2,175,699",Africa,2023-02-28
Faeroe Islands,"34,658",,28,,,,,5,"703,959",569,"778,000","15,802,409","49,233",Europe,2023-02-28
Haiti,"34,143",,860,,"33,044",,239,,"2,923",74,"132,422","11,337","11,680,283",North America,2023-02-28
Mali,"33,018",+16,743,,"32,107",+17,168,,"1,538",35,"795,705","37,055","21,473,764",Africa,2023-02-28
Cayman Islands,"31,472",,37,,"8,553",,"22,882",1,"467,797",550,"222,773","3,311,280","67,277",North America,2023-02-28
Saint Lucia,"29,882",,409,,"29,095",,378,,"161,426","2,209","210,983","1,139,752","185,113",North America,2023-02-28
Benin,"27,990",,163,,"27,825",,2,,"2,189",13,"604,310","47,268","12,784,726",Africa,2023-02-28
Somalia,"27,324",,"1,361",,"13,182",,"12,781",,"1,622",81,"400,466","23,778","16,841,795",Africa,2023-02-28
Congo,"25,375",,386,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805",Africa,2023-02-28
Solomon Islands,"24,575",,153,,,,,1,"34,077",212,,,"721,159",Australia/Oceania,2023-02-28
Micronesia,"23,671",,60,,,,,1,"201,474",511,"54,967","467,848","117,489",Australia/Oceania,2023-02-28
San Marino,"23,536",,122,,"23,276",,138,4,"690,509","3,579","157,634","4,624,732","34,085",Europe,2023-02-28
Timor-Leste,"23,418",,138,,"23,102",,178,,"17,101",101,"278,529","203,391","1,369,429",Asia,2023-02-28
Burkina Faso,"22,056",,396,,"21,596",,64,,998,18,"248,995","11,265","22,102,838",Africa,2023-02-28
Liechtenstein,"21,421",+8,89,,"21,294",+1,38,3,"558,027","2,318","112,457","2,929,559","38,387",Europe,2023-02-28
Gibraltar,"20,423",,111,,"16,579",,"3,733",,"605,952","3,293","534,283","15,852,213","33,704",Europe,2023-02-28
Grenada,"19,680",,238,,"19,358",,84,4,"173,430","2,097","182,981","1,612,523","113,475",North America,2023-02-28
Bermuda,"18,799",,160,,"18,632",,7,,"303,508","2,583","1,027,337","16,586,270","61,939",North America,2023-02-28
Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,728",33,,,"6,779,100",North America,2023-02-28
South Sudan,"18,368",,138,,"18,115",,115,1,"1,581",12,"410,280","35,313","11,618,511",Africa,2023-02-28
Tajikistan,"17,786",,125,,"17,264",,397,,"1,786",13,,,"9,957,464",Asia,2023-02-28
Equatorial Guinea,"17,229",,183,,"16,907",,139,5,"11,512",122,"365,697","244,342","1,496,662",Africa,2023-02-28
Tonga,"16,801",,13,,"15,638",,"1,150",,"155,927",121,"535,009","4,965,327","107,749",Australia/Oceania,2023-02-28
Samoa,"16,607",,29,,"1,605",,"14,973",,"82,116",143,"187,397","926,612","202,239",Australia/Oceania,2023-02-28
Monaco,"16,106",,67,,"15,992",,47,4,"404,846","1,684","78,646","1,976,875","39,783",Europe,2023-02-28
Dominica,"15,760",,74,,"15,673",,13,,"217,848","1,023","229,344","3,170,187","72,344",North America,2023-02-28
Djibouti,"15,690",,189,,"15,427",,74,,"15,441",186,"305,941","301,094","1,016,097",Africa,2023-02-28
Marshall Islands,"15,598",,17,,"15,528",,53,,"259,720",283,,,"60,057",Australia/Oceania,2023-02-28
CAR,"15,368",,113,,"15,200",,55,2,"3,063",23,"81,294","16,205","5,016,678",Africa,2023-02-28
Gambia,"12,586",,372,,"12,189",,25,,"4,919",145,"155,686","60,851","2,558,482",Africa,2023-02-28
Saint Martin,"12,257",,63,,"1,399",,"10,795",7,"308,507","1,586","112,382","2,828,643","39,730",North America,2023-02-28
Vanuatu,"12,014",,14,,"11,976",,24,,"37,330",44,"24,976","77,606","321,832",Australia/Oceania,2023-02-28
Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,117",369,"164,926","2,894,810","56,973",North America,2023-02-28
Yemen,"11,945",,"2,159",,"9,124",,662,23,383,69,"329,592","10,579","31,154,867",Asia,2023-02-28
Caribbean Netherlands,"11,672",,38,,"10,476",,"1,158",,"438,023","1,426","30,126","1,130,559","26,647",North America,2023-02-28
Sint Maarten,"11,016",,91,,"10,905",,20,,"250,557","2,070","62,056","1,411,454","43,966",North America,2023-02-28
Eritrea,"10,189",,103,,"10,086",,0,,"2,782",28,"23,693","6,470","3,662,244",Africa,2023-02-28
Niger,"9,931",,312,,"8,890",,729,1,381,12,"254,538","9,759","26,083,660",Africa,2023-02-28
St. Vincent Grenadines,"9,589",,123,,"9,466",,0,,"85,961","1,103","113,703","1,019,292","111,551",North America,2023-02-28
Antigua and Barbuda,"9,106",,146,,"8,954",,6,1,"91,509","1,467","18,901","189,943","99,509",North America,2023-02-28
Comoros,"8,998",,161,,"8,837",,0,,"9,916",177,,,"907,419",Africa,2023-02-28
Guinea-Bissau,"8,953",,176,,"8,660",,117,6,"4,339",85,"145,231","70,385","2,063,367",Africa,2023-02-28
Liberia,"8,077",,294,,"7,768",,15,2,"1,522",55,"139,824","26,356","5,305,117",Africa,2023-02-28
Sierra Leone,"7,760",,126,,,,,,934,15,"259,958","31,296","8,306,436",Africa,2023-02-28
Chad,"7,678",,194,,"4,874",,"2,610",,441,11,"191,341","10,988","17,413,580",Africa,2023-02-28
British Virgin Islands,"7,305",,64,,,,,,"238,757","2,092","107,339","3,508,269","30,596",North America,2023-02-28
Cook Islands,"7,025",,2,,"7,012",,11,,"399,806",114,"19,690","1,120,596","17,571",Australia/Oceania,2023-02-28
Saint Kitts and Nevis,"6,596",,47,1.0,"6,547",+1,2,,"122,441",872,"126,931","2,356,203","53,871",North America,2023-02-28
Turks and Caicos,"6,551",,38,,"6,491",,22,4,"164,842",956,"611,527","15,387,811","39,741",North America,2023-02-28
Sao Tome and Principe,"6,281",,77,,"6,204",,0,,"27,587",338,"29,036","127,530","227,679",Africa,2023-02-28
Palau,"5,988",,9,,"5,976",,3,,"328,416",494,"69,136","3,791,806","18,233",Australia/Oceania,2023-02-28
St. Barth,"5,439",,6,,,,,,"546,908",603,"78,646","7,908,095","9,945",North America,2023-02-28
Nauru,"5,247",,1,,"5,075",,171,,"481,244",92,"20,509","1,881,042","10,903",Australia/Oceania,2023-02-28
Kiribati,"5,013",,18,,"2,703",,"2,292",3,"40,618",146,,,"123,419",Australia/Oceania,2023-02-28
Anguilla,"3,904",,12,,"3,879",,13,4,"256,336",788,"51,382","3,373,736","15,230",North America,2023-02-28
Macao,"3,514",,121,,"3,387",,6,,"5,264",181,"7,850","11,760","667,490",Asia,2023-02-28
Saint Pierre Miquelon,"3,452",,2,,"2,449",,"1,001",1,"599,410",347,"25,400","4,410,488","5,759",North America,2023-02-28
Wallis and Futuna,"3,427",,7,,438,,"2,982",,"312,056",637,"20,508","1,867,419","10,982",Australia/Oceania,2023-02-28
Tuvalu,"2,805",,,,,,"2,805",,"232,471",,,,"12,066",Australia/Oceania,2023-02-28
Saint Helena,"2,166",,,,2,,"2,164",,"354,211",,,,"6,115",Africa,2023-02-28
Falkland Islands,"1,930",,,,"1,930",,0,,"545,352",,"8,632","2,439,107","3,539",South America,2023-02-28
Montserrat,"1,403",,8,,"1,376",,19,,"282,578","1,611","17,762","3,577,442","4,965",North America,2023-02-28
Niue,788,,,,776,,12,,"485,820",,,,"1,622",Australia/Oceania,2023-02-28
Diamond Princess,712,,13,,699,,0,,,,,,,,2023-02-28
Vatican City,29,,,,29,,0,,"36,295",,,,799,Europe,2023-02-28
Western Sahara,10,,1,,9,,0,,16,2,,,"626,161",Africa,2023-02-28
MS Zaandam,9,,2,,7,,0,,,,,,,,2023-02-28
Tokelau,5,,,,,,5,,"3,628",,,,"1,378",Australia/Oceania,2023-02-28
Asia,"214,355,954","+41,975","1,536,777",171.0,"198,988,591","+37,259","13,830,586","15,499",,,,,,Asia,2023-03-01
North America,"124,656,575","+19,523","1,611,890",177.0,"119,887,553","+66,330","3,157,132","7,679",,,,,,North America,2023-03-01
Europe,"246,371,508","+56,965","2,017,571",195.0,"241,920,000","+55,072","2,433,937","6,491",,,,,,Europe,2023-03-01
South America,"68,023,351","+15,280","1,350,747",144.0,"66,282,371","+9,846","390,233","10,192",,,,,,South America,2023-03-01
Oceania,"13,996,345",+48,"26,116",,"13,834,566",+7,"135,663",64,,,,,,Australia/Oceania,2023-03-01
Africa,"12,795,069",+766,"258,590",8.0,"12,076,115",+894,"460,364",548,,,,,,Africa,2023-03-01
,721,,15,,706,,0,0,,,,,,,2023-03-01
World,"680,200,062","+134,656","6,801,707",695.0,"652,989,984","+169,490","20,408,371","40,473","87,263",872.6,,,,All,2023-03-01
China,"503,302",,"5,272",,"379,053",,"118,977","7,557",347,4,"160,000,000","110,461","1,448,471,400",Asia,2023-03-01
USA,"105,345,992","+13,828","1,146,142",158.0,"102,747,004","+64,605","1,452,846","2,515","314,649","3,423","1,167,210,022","3,486,236","334,805,269",North America,2023-03-01
India,"44,686,879",+268,"530,772",,"44,153,668",+164,"2,439",,"31,769",377,"918,794,368","653,188","1,406,631,776",Asia,2023-03-01
France,"39,626,756","+4,525","164,988",25.0,"39,390,798","+3,619","70,970",869,"604,209","2,516","271,490,188","4,139,547","65,584,518",Europe,2023-03-01
Germany,"38,189,954","+21,046","168,175",89.0,"37,715,700","+16,500","306,079",,"455,273","2,005","122,332,384","1,458,359","83,883,596",Europe,2023-03-01
Brazil,"37,063,464","+10,528","699,197",110.0,"36,241,001","+5,672","123,266",,"172,105","3,247","63,776,166","296,146","215,353,593",South America,2023-03-01
Japan,"33,219,038","+13,950","72,486",99.0,"21,685,717",+762,"11,460,835",160,"264,515",577,"95,253,685","758,481","125,584,838",Asia,2023-03-01
S. Korea,"30,526,012","+12,291","33,988",11.0,"30,304,171","+12,649","187,853",145,"594,702",662,"15,804,065","307,892","51,329,899",Asia,2023-03-01
Italy,"25,576,852",,"188,094",,"25,219,653",,"169,105",133,"424,422","3,121","267,663,187","4,441,601","60,262,770",Europe,2023-03-01
UK,"24,341,615",,"206,246",,"24,091,325","+3,456","44,044",,"355,363","3,011","522,526,476","7,628,357","68,497,907",Europe,2023-03-01
Russia,"22,285,908","+13,438","396,137",37.0,"21,631,409","+16,557","258,362",,"152,846","2,717","273,400,000","1,875,095","145,805,947",Europe,2023-03-01
Turkey,"17,042,722",,"101,492",,,,,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,2023-03-01
Spain,"13,763,336",,"119,380",,"13,607,068",,"36,888",231,"294,597","2,555","471,036,328","10,082,298","46,719,142",Europe,2023-03-01
Vietnam,"11,526,926",+9,"43,186",,"10,614,777",+8,"868,963",2,"116,488",436,"85,826,548","867,342","98,953,541",Asia,2023-03-01
Australia,"11,366,361",,"19,373",,"11,314,814",,"32,174",36,"436,014",743,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2023-03-01
Taiwan,"10,055,436","+12,209","17,975",27.0,"9,736,050","+20,872","301,411",,"420,930",752,"30,742,304","1,286,903","23,888,595",Asia,2023-03-01
Argentina,"10,044,125",,"130,463",,"9,909,866",,"3,796",363,"218,302","2,836","35,716,069","776,264","46,010,234",South America,2023-03-01
Netherlands,"8,596,296",,"22,992",,"8,558,816",,"14,488",53,"499,452","1,336","25,984,435","1,509,718","17,211,447",Europe,2023-03-01
Iran,"7,568,903",+997,"144,858",13.0,"7,339,457",+92,"84,588",301,"87,987","1,684","55,034,937","639,771","86,022,837",Asia,2023-03-01
Mexico,"7,451,429",,"332,988",,"6,690,914",,"427,527",,"56,638","2,531","19,572,325","148,768","131,562,772",North America,2023-03-01
Indonesia,"6,736,298",+252,"160,916",2.0,"6,571,845",+153,"3,537",,"24,133",576,"114,158,919","408,975","279,134,505",Asia,2023-03-01
Poland,"6,422,464","+2,989","118,898",14.0,"5,335,940",,"967,626",696,"170,178","3,150","38,279,634","1,014,305","37,739,785",Europe,2023-03-01
Colombia,"6,360,089",+625,"142,629",14.0,"6,183,658","+1,354","33,802",342,"123,466","2,769","36,951,507","717,327","51,512,762",South America,2023-03-01
